account_id,customer_id,account_type,balance,opening_date,account_status,branch_id
ACC48889231,CUST018146,Savings,911189,2019-07-29,Active,BR145
ACC26484479,CUST018147,Current,415106,2017-10-28,Active,BR073
ACC75951441,CUST018147,Current,919341,2017-10-28,Active,BR123
ACC93007994,CUST018148,Current,634089,2025-11-27,Active,BR069
ACC91981572,CUST018148,Salary,110470,2025-11-27,Active,BR127
ACC78004564,CUST018149,Salary,912646,2025-04-08,Active,BR012
ACC63355265,CUST018150,Savings,231106,2022-05-07,Active,BR024
ACC17052188,CUST018151,Current,293426,2019-06-27,Active,BR002
ACC94084087,CUST018151,Savings,771444,2019-06-27,Inactive,BR047
ACC35595101,CUST018152,Salary,906070,2017-05-24,Active,BR098
ACC95270657,CUST018153,Current,539988,2024-02-05,Active,BR101
ACC14049680,CUST018153,Savings,403056,2024-02-05,Inactive,BR010
ACC90220519,CUST018154,Current,176953,2021-05-20,Inactive,BR074
ACC43296546,CUST018154,Salary,60211,2021-05-20,Active,BR047
ACC90854155,CUST018155,Current,715703,2018-05-13,Inactive,BR070
ACC24561284,CUST018156,Salary,203547,2018-11-18,Inactive,BR147
ACC62775424,CUST018157,Current,559208,2020-07-27,Inactive,BR056
ACC48967173,CUST018158,Salary,858156,2017-09-23,Active,BR123
ACC44168132,CUST018158,Salary,574653,2017-09-23,Inactive,BR149
ACC28404478,CUST018159,Salary,905512,2025-09-05,Active,BR046
ACC65295606,CUST018159,Current,624183,2025-09-05,Inactive,BR096
ACC49986242,CUST018160,Savings,663097,2022-12-16,Inactive,BR115
ACC60206141,CUST018161,Current,702649,2017-11-02,Active,BR069
ACC92168698,CUST018161,Savings,538967,2017-11-02,Active,BR094
ACC71385007,CUST018162,Savings,992295,2022-02-22,Active,BR002
ACC15582986,CUST018162,Savings,847466,2022-02-22,Inactive,BR113
ACC71987732,CUST018163,Current,485332,2020-12-07,Active,BR115
ACC13619957,CUST018163,Savings,940634,2020-12-07,Inactive,BR059
ACC23671826,CUST018164,Savings,662368,2017-11-17,Active,BR001
ACC73410883,CUST018164,Current,602113,2017-11-17,Active,BR146
ACC42891907,CUST018165,Current,419642,2025-03-31,Inactive,BR116
ACC34700795,CUST018165,Salary,821992,2025-03-31,Active,BR008
ACC26341985,CUST018166,Savings,840667,2026-02-10,Active,BR122
ACC73371897,CUST018167,Current,955683,2024-10-05,Active,BR077
ACC96662614,CUST018168,Savings,483995,2025-03-19,Inactive,BR092
ACC99190035,CUST018168,Salary,109458,2025-03-19,Active,BR056
ACC30782295,CUST018169,Current,245264,2018-02-23,Inactive,BR142
ACC37639312,CUST018169,Savings,395607,2018-02-23,Active,BR139
ACC46479077,CUST018170,Savings,164713,2023-08-25,Active,BR069
ACC27888379,CUST018170,Salary,556856,2023-08-25,Inactive,BR047
ACC27757743,CUST018171,Savings,791897,2018-01-02,Inactive,BR013
ACC67423745,CUST018171,Current,183620,2018-01-02,Inactive,BR022
ACC47348896,CUST018172,Current,932433,2017-06-19,Active,BR083
ACC83263724,CUST018172,Savings,286012,2017-06-19,Active,BR081
ACC91343078,CUST018173,Savings,462242,2018-11-30,Active,BR015
ACC46450023,CUST018174,Current,926342,2026-02-06,Inactive,BR080
ACC22859049,CUST018175,Current,938178,2018-10-15,Active,BR049
ACC26056724,CUST018175,Savings,384040,2018-10-15,Inactive,BR073
ACC94990046,CUST018176,Current,592074,2020-01-30,Inactive,BR075
ACC26563408,CUST018177,Salary,699325,2017-10-26,Inactive,BR030
ACC45529947,CUST018177,Salary,835923,2017-10-26,Active,BR123
ACC12931989,CUST018178,Current,448938,2019-07-24,Inactive,BR101
ACC70171559,CUST018179,Salary,217323,2018-04-04,Inactive,BR099
ACC43010098,CUST018180,Current,918523,2024-05-22,Active,BR018
ACC81192846,CUST018180,Savings,686082,2024-05-22,Inactive,BR041
ACC11355170,CUST018181,Salary,661313,2024-11-22,Inactive,BR028
ACC43817776,CUST018181,Savings,621838,2024-11-22,Inactive,BR134
ACC52029983,CUST018182,Salary,744598,2018-11-13,Active,BR148
ACC62121732,CUST018183,Salary,573282,2018-02-22,Inactive,BR005
ACC44828360,CUST018183,Salary,769427,2018-02-22,Inactive,BR088
ACC29652086,CUST018184,Current,831963,2020-05-16,Active,BR086
ACC85098391,CUST018184,Salary,52612,2020-05-16,Inactive,BR040
ACC63170819,CUST018185,Savings,690205,2023-07-03,Inactive,BR022
ACC59782291,CUST018185,Savings,336405,2023-07-03,Active,BR134
ACC48570066,CUST018186,Salary,118338,2020-12-13,Active,BR122
ACC85647609,CUST018186,Savings,625608,2020-12-13,Active,BR054
ACC69306085,CUST018187,Current,357339,2018-04-10,Active,BR019
ACC46663746,CUST018187,Salary,709260,2018-04-10,Active,BR124
ACC48907753,CUST018188,Salary,173738,2018-09-04,Active,BR114
ACC36425211,CUST018189,Savings,682687,2023-03-31,Active,BR044
ACC86217118,CUST018189,Current,342601,2023-03-31,Inactive,BR098
ACC33297791,CUST018190,Current,304508,2017-10-21,Inactive,BR103
ACC59343972,CUST018191,Savings,462743,2023-08-26,Inactive,BR052
ACC96792369,CUST018192,Current,501394,2022-04-14,Inactive,BR009
ACC39494260,CUST018192,Current,148893,2022-04-14,Active,BR123
ACC65308771,CUST018193,Salary,617953,2022-02-01,Inactive,BR108
ACC54007175,CUST018193,Salary,68763,2022-02-01,Active,BR105
ACC55734873,CUST018194,Salary,539823,2025-10-11,Active,BR128
ACC23101730,CUST018195,Savings,9550,2021-09-17,Inactive,BR064
ACC82074920,CUST018196,Current,755770,2025-12-14,Active,BR006
ACC42736970,CUST018196,Salary,870750,2025-12-14,Inactive,BR129
ACC39171326,CUST018197,Salary,467573,2018-02-03,Inactive,BR126
ACC82100009,CUST018198,Current,508976,2024-03-25,Active,BR143
ACC55196393,CUST018198,Current,171511,2024-03-25,Inactive,BR137
ACC87588152,CUST018199,Salary,257130,2018-11-23,Inactive,BR072
ACC18724095,CUST018200,Savings,847547,2024-11-30,Active,BR057
ACC73699811,CUST018201,Salary,409126,2026-03-06,Active,BR043
ACC30904669,CUST018201,Savings,169964,2026-03-06,Active,BR083
ACC39312399,CUST018202,Savings,784525,2020-12-14,Inactive,BR011
ACC62559714,CUST018203,Current,130397,2021-08-28,Inactive,BR104
ACC75170104,CUST018204,Current,951090,2023-06-27,Active,BR008
ACC17095307,CUST018205,Savings,906562,2024-04-04,Active,BR086
ACC12639300,CUST018205,Salary,830432,2024-04-04,Inactive,BR106
ACC81063584,CUST018206,Savings,680500,2022-02-16,Inactive,BR073
ACC92383517,CUST018207,Savings,249860,2023-12-24,Inactive,BR056
ACC70798788,CUST018207,Savings,896667,2023-12-24,Active,BR104
ACC34059347,CUST018208,Savings,20082,2017-11-10,Inactive,BR059
ACC20537240,CUST018208,Current,786886,2017-11-10,Active,BR110
ACC92126601,CUST018209,Savings,639452,2016-09-21,Active,BR116
ACC57709848,CUST018209,Salary,283517,2016-09-21,Active,BR073
ACC65150104,CUST018210,Salary,541707,2022-02-25,Inactive,BR047
ACC21564874,CUST018210,Savings,417890,2022-02-25,Active,BR085
ACC62016684,CUST018211,Current,287181,2020-04-11,Active,BR100
ACC67096623,CUST018212,Current,661493,2021-08-01,Inactive,BR084
ACC29978750,CUST018212,Savings,973622,2021-08-01,Inactive,BR105
ACC11258129,CUST018213,Savings,189590,2023-03-13,Inactive,BR098
ACC63867641,CUST018214,Salary,786606,2019-03-13,Active,BR117
ACC92327799,CUST018215,Savings,819304,2025-12-06,Inactive,BR129
ACC11258741,CUST018215,Salary,994262,2025-12-06,Active,BR125
ACC35285821,CUST018216,Savings,458384,2018-01-31,Inactive,BR049
ACC33536518,CUST018217,Savings,370846,2021-04-19,Inactive,BR030
ACC96115190,CUST018218,Savings,30081,2018-10-31,Inactive,BR084
ACC17391238,CUST018218,Current,520937,2018-10-31,Inactive,BR042
ACC60016912,CUST018219,Salary,301854,2024-12-12,Inactive,BR003
ACC55080857,CUST018219,Salary,531318,2024-12-12,Inactive,BR028
ACC80813460,CUST018220,Savings,919754,2022-01-15,Inactive,BR031
ACC91888253,CUST018220,Current,632823,2022-01-15,Inactive,BR100
ACC85090220,CUST018221,Current,678484,2018-06-10,Active,BR040
ACC27509099,CUST018222,Salary,870107,2021-03-16,Active,BR052
ACC40166579,CUST018223,Salary,464632,2018-10-12,Inactive,BR123
ACC71307018,CUST018224,Savings,473383,2021-08-03,Inactive,BR078
ACC54468922,CUST018225,Current,47327,2024-07-20,Inactive,BR146
ACC93604458,CUST018225,Savings,3339,2024-07-20,Inactive,BR142
ACC71653818,CUST018226,Salary,324249,2017-02-06,Inactive,BR129
ACC11094809,CUST018227,Current,470642,2021-07-05,Active,BR025
ACC25822790,CUST018227,Savings,400849,2021-07-05,Inactive,BR100
ACC53328571,CUST018228,Current,746692,2021-08-06,Active,BR081
ACC43311599,CUST018228,Savings,214404,2021-08-06,Inactive,BR139
ACC35011428,CUST018229,Current,490288,2017-11-03,Inactive,BR012
ACC94848815,CUST018230,Current,199917,2023-09-19,Active,BR079
ACC97934053,CUST018230,Current,426776,2023-09-19,Inactive,BR113
ACC84959679,CUST018231,Current,525610,2017-08-14,Inactive,BR133
ACC64319089,CUST018231,Current,424738,2017-08-14,Active,BR120
ACC42162324,CUST018232,Salary,796558,2020-09-13,Active,BR084
ACC44110730,CUST018232,Salary,48634,2020-09-13,Active,BR019
ACC98384687,CUST018233,Salary,87154,2019-03-26,Active,BR001
ACC68617591,CUST018234,Savings,241737,2025-02-09,Inactive,BR138
ACC44920754,CUST018235,Salary,239714,2025-01-23,Active,BR127
ACC58180972,CUST018235,Savings,155760,2025-01-23,Active,BR122
ACC12766955,CUST018236,Current,114213,2022-07-12,Inactive,BR108
ACC63106359,CUST018237,Current,498978,2025-10-27,Active,BR047
ACC99636388,CUST018237,Savings,312109,2025-10-27,Active,BR020
ACC27868822,CUST018238,Current,527572,2022-04-10,Active,BR130
ACC26879505,CUST018238,Savings,664852,2022-04-10,Active,BR141
ACC44093109,CUST018239,Savings,679903,2020-05-31,Inactive,BR022
ACC28296258,CUST018239,Savings,976455,2020-05-31,Active,BR076
ACC30853281,CUST018240,Savings,527187,2024-01-30,Active,BR097
ACC22500051,CUST018241,Current,600754,2018-11-29,Active,BR114
ACC34501668,CUST018241,Salary,381729,2018-11-29,Active,BR113
ACC92255354,CUST018242,Current,589705,2019-08-14,Active,BR132
ACC42296687,CUST018242,Salary,526206,2019-08-14,Active,BR052
ACC58340480,CUST018243,Salary,345199,2019-07-14,Active,BR037
ACC85712326,CUST018244,Current,634614,2023-06-14,Inactive,BR087
ACC19190442,CUST018244,Current,275552,2023-06-14,Active,BR029
ACC55043809,CUST018245,Current,183056,2025-09-26,Active,BR130
ACC85039207,CUST018246,Salary,606320,2025-05-12,Inactive,BR124
ACC56502568,CUST018247,Current,549383,2018-07-24,Active,BR015
ACC90199505,CUST018248,Current,761355,2023-11-27,Inactive,BR133
ACC55379180,CUST018248,Savings,879914,2023-11-27,Active,BR065
ACC57941955,CUST018249,Savings,277765,2020-01-04,Inactive,BR107
ACC50246529,CUST018249,Current,126262,2020-01-04,Inactive,BR115
ACC77505882,CUST018250,Salary,857329,2021-10-05,Inactive,BR025
ACC52271937,CUST018251,Savings,212428,2023-10-16,Active,BR033
ACC20895717,CUST018252,Salary,887927,2016-08-09,Inactive,BR108
ACC44667169,CUST018253,Salary,142312,2026-06-13,Active,BR099
ACC74013959,CUST018253,Salary,316815,2026-06-13,Inactive,BR091
ACC27725520,CUST018254,Salary,112983,2019-11-01,Inactive,BR010
ACC39130972,CUST018254,Savings,606976,2019-11-01,Active,BR025
ACC57944909,CUST018255,Savings,514281,2022-01-11,Inactive,BR025
ACC99439179,CUST018255,Current,828335,2022-01-11,Active,BR072
ACC58582904,CUST018256,Salary,137039,2026-07-07,Active,BR103
ACC21402731,CUST018256,Savings,309241,2026-07-07,Active,BR054
ACC71461198,CUST018257,Salary,436393,2017-09-09,Inactive,BR067
ACC20344550,CUST018258,Current,212830,2019-06-08,Inactive,BR044
ACC35584027,CUST018259,Salary,112204,2026-01-28,Active,BR052
ACC54367504,CUST018260,Current,726575,2022-07-17,Active,BR102
ACC84240007,CUST018260,Savings,760396,2022-07-17,Active,BR113
ACC28342822,CUST018261,Current,49491,2023-01-01,Active,BR104
ACC58730095,CUST018261,Current,966750,2023-01-01,Active,BR020
ACC44579617,CUST018262,Savings,989772,2020-11-05,Inactive,BR081
ACC68100519,CUST018263,Current,390051,2026-05-06,Active,BR035
ACC54982872,CUST018263,Salary,996852,2026-05-06,Active,BR130
ACC89881021,CUST018264,Salary,492217,2023-04-14,Active,BR094
ACC84382848,CUST018264,Savings,731271,2023-04-14,Inactive,BR044
ACC81315436,CUST018265,Savings,450305,2017-06-24,Inactive,BR115
ACC49877879,CUST018266,Current,425690,2016-12-27,Inactive,BR047
ACC40960534,CUST018267,Savings,338490,2019-06-10,Inactive,BR058
ACC75813506,CUST018267,Current,988049,2019-06-10,Inactive,BR016
ACC51892089,CUST018268,Savings,673147,2019-08-22,Active,BR054
ACC57593189,CUST018268,Salary,962421,2019-08-22,Active,BR130
ACC23956571,CUST018269,Current,240357,2021-12-15,Active,BR091
ACC41153917,CUST018270,Savings,922358,2022-04-10,Active,BR123
ACC84318754,CUST018270,Current,384355,2022-04-10,Active,BR045
ACC12086748,CUST018271,Salary,612310,2017-05-16,Active,BR121
ACC18671844,CUST018271,Current,371097,2017-05-16,Inactive,BR131
ACC67891571,CUST018272,Savings,580409,2021-04-02,Active,BR131
ACC50981458,CUST018273,Savings,90571,2023-10-01,Active,BR147
ACC11111000,CUST018274,Savings,694625,2017-01-08,Active,BR084
ACC55603316,CUST018275,Current,945883,2021-03-02,Active,BR061
ACC15276046,CUST018275,Savings,38142,2021-03-02,Active,BR113
ACC23825782,CUST018276,Savings,865481,2025-02-20,Inactive,BR009
ACC85673106,CUST018276,Current,477044,2025-02-20,Active,BR135
ACC66772453,CUST018277,Savings,505870,2019-01-03,Inactive,BR052
ACC12613690,CUST018278,Salary,728141,2022-09-30,Active,BR058
ACC57566910,CUST018278,Current,746785,2022-09-30,Active,BR067
ACC36007051,CUST018279,Current,157301,2020-03-06,Inactive,BR108
ACC53003826,CUST018280,Salary,296618,2021-12-07,Inactive,BR140
ACC10077375,CUST018280,Salary,828005,2021-12-07,Active,BR101
ACC81161108,CUST018281,Current,495458,2022-11-03,Active,BR011
ACC50486408,CUST018281,Current,136063,2022-11-03,Inactive,BR062
ACC72268436,CUST018282,Salary,896129,2021-03-17,Active,BR096
ACC77204382,CUST018283,Current,727318,2023-05-24,Inactive,BR104
ACC35716469,CUST018283,Current,569918,2023-05-24,Inactive,BR061
ACC32414562,CUST018284,Current,977585,2022-10-06,Active,BR039
ACC82673025,CUST018285,Savings,222655,2025-09-25,Active,BR077
ACC38186306,CUST018286,Savings,558965,2020-11-08,Inactive,BR083
ACC62282196,CUST018286,Salary,128665,2020-11-08,Active,BR130
ACC80411385,CUST018287,Savings,514931,2025-05-23,Inactive,BR015
ACC40367148,CUST018287,Salary,79334,2025-05-23,Active,BR053
ACC61512742,CUST018288,Savings,531568,2021-11-07,Inactive,BR139
ACC36837983,CUST018288,Savings,770560,2021-11-07,Inactive,BR001
ACC22540940,CUST018289,Savings,744789,2022-12-20,Inactive,BR057
ACC69302148,CUST018290,Salary,976957,2024-04-06,Active,BR135
ACC42500013,CUST018290,Salary,79532,2024-04-06,Active,BR138
ACC72060042,CUST018291,Salary,919407,2025-12-24,Inactive,BR086
ACC58724960,CUST018292,Current,601727,2018-11-27,Active,BR128
ACC36839588,CUST018292,Current,506426,2018-11-27,Active,BR135
ACC47753453,CUST018293,Current,281565,2019-06-22,Active,BR034
ACC62266124,CUST018294,Salary,256559,2018-07-19,Inactive,BR119
ACC83431305,CUST018294,Salary,27392,2018-07-19,Inactive,BR044
ACC70505936,CUST018295,Current,525449,2025-04-26,Inactive,BR144
ACC92894794,CUST018295,Savings,943186,2025-04-26,Active,BR122
ACC91704285,CUST018296,Salary,600990,2021-10-15,Inactive,BR116
ACC59009703,CUST018297,Savings,934678,2022-07-28,Inactive,BR144
ACC80070975,CUST018297,Salary,784402,2022-07-28,Inactive,BR145
ACC30419593,CUST018298,Savings,105542,2018-05-05,Inactive,BR051
ACC34687359,CUST018299,Savings,510266,2018-04-18,Inactive,BR047
ACC68697467,CUST018299,Current,91373,2018-04-18,Inactive,BR070
ACC18646877,CUST018300,Savings,182065,2023-07-02,Active,BR111
ACC64415470,CUST018300,Salary,851558,2023-07-02,Active,BR148
ACC53910451,CUST018301,Current,682392,2020-02-03,Inactive,BR145
ACC31924783,CUST018301,Salary,769974,2020-02-03,Inactive,BR138
ACC44336568,CUST018302,Salary,96175,2020-06-29,Inactive,BR025
ACC51754526,CUST018303,Salary,816874,2026-08-04,Active,BR082
ACC66442290,CUST018303,Current,899945,2026-08-04,Inactive,BR143
ACC61858851,CUST018304,Savings,195104,2021-04-14,Inactive,BR069
ACC55565204,CUST018304,Salary,599474,2021-04-14,Active,BR123
ACC84581139,CUST018305,Savings,344955,2019-04-23,Active,BR136
ACC47503169,CUST018306,Current,406597,2022-11-02,Inactive,BR112
ACC49160025,CUST018306,Current,752773,2022-11-02,Inactive,BR015
ACC48046763,CUST018307,Current,742864,2023-03-07,Active,BR033
ACC28738694,CUST018307,Salary,834324,2023-03-07,Active,BR011
ACC14660495,CUST018308,Salary,250745,2024-07-28,Inactive,BR036
ACC93976972,CUST018308,Current,222815,2024-07-28,Inactive,BR139
ACC21958778,CUST018309,Current,60631,2026-07-14,Inactive,BR040
ACC73146496,CUST018310,Savings,922454,2020-08-13,Active,BR128
ACC58345491,CUST018310,Savings,952942,2020-08-13,Active,BR089
ACC44901072,CUST018311,Savings,472763,2025-10-30,Inactive,BR138
ACC93263197,CUST018312,Current,442779,2018-10-03,Active,BR050
ACC41710547,CUST018312,Salary,704517,2018-10-03,Active,BR087
ACC44724320,CUST018313,Current,313360,2022-10-03,Active,BR066
ACC48771849,CUST018314,Current,861112,2021-03-18,Inactive,BR080
ACC67389623,CUST018314,Current,941639,2021-03-18,Active,BR031
ACC27370105,CUST018315,Savings,189296,2016-11-03,Active,BR008
ACC40542499,CUST018316,Salary,746101,2017-07-31,Active,BR054
ACC65183810,CUST018317,Current,120788,2023-08-06,Active,BR023
ACC83063731,CUST018318,Savings,834685,2017-06-09,Active,BR088
ACC30956515,CUST018319,Salary,619961,2021-11-14,Inactive,BR080
ACC39693674,CUST018320,Current,188889,2020-06-16,Active,BR016
ACC16118877,CUST018321,Current,740749,2021-09-23,Inactive,BR060
ACC75005647,CUST018321,Current,328507,2021-09-23,Inactive,BR132
ACC30451217,CUST018322,Current,754160,2025-08-07,Inactive,BR009
ACC63239886,CUST018322,Current,246454,2025-08-07,Inactive,BR146
ACC76160014,CUST018323,Salary,856638,2025-08-03,Active,BR023
ACC95408092,CUST018324,Savings,824111,2024-05-24,Active,BR069
ACC96238450,CUST018324,Savings,242483,2024-05-24,Inactive,BR129
ACC15558330,CUST018325,Current,75691,2023-10-08,Inactive,BR128
ACC75620702,CUST018325,Savings,423005,2023-10-08,Active,BR107
ACC29041322,CUST018326,Savings,280266,2017-06-20,Active,BR144
ACC57932535,CUST018327,Salary,33482,2024-04-05,Inactive,BR097
ACC51385391,CUST018328,Current,166173,2018-02-12,Active,BR072
ACC30133825,CUST018329,Savings,127769,2026-03-02,Active,BR001
ACC85736502,CUST018329,Savings,260146,2026-03-02,Inactive,BR147
ACC45943181,CUST018330,Savings,458962,2024-04-11,Active,BR097
ACC56813514,CUST018330,Salary,322249,2024-04-11,Inactive,BR047
ACC80250311,CUST018331,Current,556778,2019-08-09,Active,BR089
ACC74129167,CUST018331,Current,400262,2019-08-09,Inactive,BR102
ACC95837462,CUST018332,Savings,597294,2019-04-25,Active,BR051
ACC86674620,CUST018333,Salary,159821,2025-01-14,Inactive,BR012
ACC38112814,CUST018333,Current,709965,2025-01-14,Inactive,BR062
ACC21619718,CUST018334,Salary,563052,2020-12-26,Inactive,BR109
ACC36935139,CUST018334,Current,499892,2020-12-26,Inactive,BR139
ACC91786714,CUST018335,Savings,513839,2018-01-12,Inactive,BR071
ACC41087372,CUST018336,Savings,300851,2019-06-07,Inactive,BR093
ACC80229495,CUST018336,Savings,907968,2019-06-07,Active,BR066
ACC23850025,CUST018337,Salary,475766,2017-01-12,Inactive,BR127
ACC49071082,CUST018337,Salary,687215,2017-01-12,Inactive,BR088
ACC78703569,CUST018338,Savings,966090,2025-02-01,Inactive,BR032
ACC68239750,CUST018338,Current,580415,2025-02-01,Active,BR133
ACC55495686,CUST018339,Salary,536885,2022-07-05,Active,BR029
ACC16418383,CUST018339,Salary,24344,2022-07-05,Inactive,BR124
ACC18902729,CUST018340,Salary,433562,2017-08-14,Active,BR055
ACC65494541,CUST018341,Current,44112,2023-02-12,Inactive,BR053
ACC39777782,CUST018341,Salary,393053,2023-02-12,Active,BR055
ACC71839898,CUST018342,Current,943234,2023-04-29,Active,BR025
ACC15943338,CUST018342,Savings,330623,2023-04-29,Inactive,BR122
ACC98708788,CUST018343,Current,162169,2017-08-21,Active,BR122
ACC65060460,CUST018344,Current,541583,2021-04-11,Inactive,BR042
ACC49132989,CUST018345,Savings,301362,2023-10-04,Active,BR016
ACC17897219,CUST018345,Current,821193,2023-10-04,Inactive,BR087
ACC22976984,CUST018346,Savings,318509,2017-05-20,Active,BR063
ACC16217163,CUST018346,Current,94139,2017-05-20,Inactive,BR119
ACC48134229,CUST018347,Savings,278846,2021-02-04,Active,BR106
ACC74613541,CUST018347,Savings,342391,2021-02-04,Inactive,BR121
ACC74995728,CUST018348,Salary,765737,2022-09-29,Inactive,BR138
ACC60745895,CUST018349,Current,891438,2025-07-16,Inactive,BR116
ACC34199538,CUST018350,Savings,204871,2020-11-24,Active,BR007
ACC29737702,CUST018350,Savings,992072,2020-11-24,Inactive,BR053
ACC82168434,CUST018351,Savings,344319,2018-05-22,Inactive,BR048
ACC47410359,CUST018351,Salary,71018,2018-05-22,Active,BR081
ACC56496908,CUST018352,Savings,996602,2021-08-03,Active,BR091
ACC55731940,CUST018352,Savings,752922,2021-08-03,Active,BR075
ACC21393978,CUST018353,Savings,388389,2024-01-14,Inactive,BR087
ACC77317270,CUST018353,Salary,616865,2024-01-14,Active,BR075
ACC30023991,CUST018354,Savings,22265,2020-09-18,Active,BR001
ACC36167046,CUST018355,Salary,406901,2019-05-25,Active,BR092
ACC84999664,CUST018355,Current,690582,2019-05-25,Active,BR011
ACC90646427,CUST018356,Current,28816,2019-05-08,Active,BR114
ACC84627400,CUST018356,Salary,850337,2019-05-08,Active,BR022
ACC76222256,CUST018357,Savings,348503,2023-09-24,Inactive,BR122
ACC40717533,CUST018358,Salary,411110,2017-01-04,Active,BR099
ACC39433758,CUST018358,Current,156464,2017-01-04,Active,BR004
ACC41549530,CUST018359,Current,521902,2016-12-04,Active,BR044
ACC40902286,CUST018360,Savings,12503,2024-11-16,Inactive,BR136
ACC50191060,CUST018360,Savings,498059,2024-11-16,Inactive,BR047
ACC50256578,CUST018361,Salary,48392,2025-06-13,Active,BR102
ACC74069363,CUST018361,Current,215535,2025-06-13,Active,BR016
ACC94522035,CUST018362,Savings,587373,2025-05-19,Inactive,BR029
ACC27487275,CUST018362,Savings,80207,2025-05-19,Inactive,BR112
ACC75332345,CUST018363,Current,250893,2017-12-27,Active,BR071
ACC25101490,CUST018363,Savings,533471,2017-12-27,Active,BR100
ACC45241028,CUST018364,Savings,335114,2024-04-25,Active,BR076
ACC48640028,CUST018364,Salary,786007,2024-04-25,Inactive,BR114
ACC10230873,CUST018365,Current,997552,2023-02-01,Inactive,BR049
ACC56900583,CUST018366,Current,276166,2025-12-10,Active,BR083
ACC79001768,CUST018366,Salary,847394,2025-12-10,Inactive,BR013
ACC81681598,CUST018367,Salary,202710,2024-07-20,Inactive,BR081
ACC33209435,CUST018368,Current,48717,2020-10-24,Inactive,BR083
ACC22161260,CUST018369,Savings,373465,2020-05-14,Inactive,BR076
ACC45332971,CUST018370,Salary,663989,2023-06-07,Inactive,BR019
ACC76841918,CUST018371,Savings,800044,2018-12-30,Inactive,BR122
ACC49949184,CUST018372,Salary,393401,2018-08-06,Inactive,BR075
ACC77672234,CUST018373,Salary,458566,2026-07-31,Active,BR145
ACC41670119,CUST018374,Current,801092,2017-11-24,Inactive,BR099
ACC56760642,CUST018374,Savings,664213,2017-11-24,Active,BR130
ACC60843822,CUST018375,Salary,382896,2020-04-10,Inactive,BR024
ACC88343883,CUST018376,Salary,334720,2022-06-30,Active,BR136
ACC54610177,CUST018377,Salary,26801,2016-09-15,Active,BR123
ACC57567605,CUST018378,Salary,570930,2025-01-28,Active,BR021
ACC60322965,CUST018379,Savings,327951,2018-12-10,Inactive,BR122
ACC51258597,CUST018379,Salary,709523,2018-12-10,Inactive,BR018
ACC56695916,CUST018380,Current,380000,2024-01-12,Active,BR109
ACC89087993,CUST018381,Salary,961519,2021-11-28,Inactive,BR075
ACC45679226,CUST018381,Salary,501440,2021-11-28,Active,BR027
ACC12145168,CUST018382,Current,845670,2024-04-19,Active,BR054
ACC37444746,CUST018383,Salary,61862,2022-10-13,Active,BR051
ACC38684790,CUST018384,Current,30031,2025-07-18,Active,BR060
ACC69902603,CUST018384,Savings,862405,2025-07-18,Inactive,BR050
ACC51547515,CUST018385,Current,941647,2020-10-07,Inactive,BR091
ACC71906674,CUST018386,Savings,218624,2017-07-11,Inactive,BR103
ACC35066142,CUST018386,Savings,825984,2017-07-11,Active,BR142
ACC10229474,CUST018387,Savings,691844,2019-10-22,Active,BR080
ACC63271135,CUST018388,Savings,543486,2022-07-17,Active,BR077
ACC68292473,CUST018388,Current,424336,2022-07-17,Inactive,BR116
ACC23858044,CUST018389,Salary,474396,2018-07-31,Inactive,BR078
ACC37086466,CUST018389,Savings,275365,2018-07-31,Active,BR052
ACC64719665,CUST018390,Savings,834171,2018-08-12,Inactive,BR031
ACC27186276,CUST018391,Salary,847294,2019-04-28,Inactive,BR003
ACC91844520,CUST018391,Salary,239000,2019-04-28,Inactive,BR074
ACC93726198,CUST018392,Savings,27966,2019-11-14,Active,BR075
ACC44157179,CUST018393,Savings,201682,2018-05-22,Active,BR038
ACC54566401,CUST018393,Savings,371236,2018-05-22,Active,BR016
ACC18588317,CUST018394,Salary,168262,2025-04-20,Inactive,BR125
ACC63843789,CUST018395,Salary,274263,2022-12-09,Active,BR003
ACC65620917,CUST018396,Savings,141538,2025-03-25,Inactive,BR038
ACC38499223,CUST018397,Salary,966901,2017-08-28,Active,BR135
ACC82464970,CUST018398,Salary,88531,2017-03-06,Active,BR028
ACC27209498,CUST018399,Salary,264268,2016-11-17,Inactive,BR142
ACC73844293,CUST018399,Savings,930499,2016-11-17,Inactive,BR095
ACC71940703,CUST018400,Salary,59318,2018-08-10,Inactive,BR048
ACC62547886,CUST018401,Savings,472305,2020-08-14,Inactive,BR016
ACC24813184,CUST018401,Current,829728,2020-08-14,Active,BR088
ACC85476382,CUST018402,Salary,730879,2019-12-07,Inactive,BR018
ACC52846411,CUST018403,Savings,60083,2016-11-04,Active,BR032
ACC58271272,CUST018404,Salary,444768,2018-07-19,Inactive,BR074
ACC24647956,CUST018404,Salary,141968,2018-07-19,Inactive,BR067
ACC70122484,CUST018405,Current,869713,2020-12-22,Active,BR053
ACC14321327,CUST018406,Savings,829749,2023-04-02,Inactive,BR138
ACC38016901,CUST018407,Savings,188589,2023-12-16,Inactive,BR073
ACC28979409,CUST018408,Salary,391202,2021-08-07,Inactive,BR098
ACC73889796,CUST018409,Salary,924533,2018-08-01,Active,BR131
ACC70854661,CUST018409,Savings,879956,2018-08-01,Active,BR090
ACC33040980,CUST018410,Savings,288363,2021-03-16,Active,BR020
